study	unique_study_id	file	chr	bp	min_p	cis_trans	ld_region	known_gene	suspected_gene
ebi-a-GCST90014002	ebi-a-GCST90014002_EUR_15_53739426_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90014002/finemapped/EUR_15_53739426_1.tsv.gz	15	53739426	3.0647849053700546e-48	NA	EUR/15/53069096_54508527	NA	NA
ebi-a-GCST90002334	ebi-a-GCST90002334_EUR_15_56501357_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90002334/finemapped/EUR_15_56501357_1.tsv.gz	15	56501357	1.5599116444075487e-38	NA	EUR/15/55136269_56901772	NA	RFX7
ebi-a-GCST90002334	ebi-a-GCST90002334_EUR_15_56895920_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90002334/finemapped/EUR_15_56895920_1.tsv.gz	15	56895920	1.5599116444075487e-38	NA	EUR/15/55136269_56901772	NA	NA
ebi-a-GCST90013979	ebi-a-GCST90013979_EUR_15_55967397_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90013979/finemapped/EUR_15_55967397_1.tsv.gz	15	55967397	8.659643233600653e-31	NA	EUR/15/55136269_56901772	NA	PRTG
ebi-a-GCST90013979	ebi-a-GCST90013979_EUR_15_56545985_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90013979/finemapped/EUR_15_56545985_1.tsv.gz	15	56545985	8.659643233600653e-31	NA	EUR/15/55136269_56901772	NA	NA
ebi-a-GCST90028995	ebi-a-GCST90028995_EUR_15_56503144_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90028995/finemapped/EUR_15_56503144_1.tsv.gz	15	56503144	3.500257541584341e-32	NA	EUR/15/55136269_56901772	NA	RFX7
ebi-a-GCST90028995	ebi-a-GCST90028995_EUR_15_56895920_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90028995/finemapped/EUR_15_56895920_1.tsv.gz	15	56895920	3.500257541584341e-32	NA	EUR/15/55136269_56901772	NA	NA
ebi-a-GCST90002304	ebi-a-GCST90002304_EUR_15_58683366_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90002304/finemapped/EUR_15_58683366_1.tsv.gz	15	58683366	1.17003808942305e-18	NA	EUR/15/58441366_59694115	NA	NA
ebi-a-GCST90002304	ebi-a-GCST90002304_EUR_15_58723939_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90002304/finemapped/EUR_15_58723939_1.tsv.gz	15	58723939	1.17003808942305e-18	NA	EUR/15/58441366_59694115	NA	LIPC
ebi-a-GCST90025971	ebi-a-GCST90025971_EUR_15_58680643_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90025971/finemapped/EUR_15_58680643_1.tsv.gz	15	58680643	8.400013808798798e-9	NA	EUR/15/58441366_59694115	NA	NA
ebi-a-GCST90002304	ebi-a-GCST90002304_EUR_15_60943059_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90002304/finemapped/EUR_15_60943059_1.tsv.gz	15	60959089	0	NA	EUR/15/59694116_61265835	NA	RORA
ebi-a-GCST90002304	ebi-a-GCST90002304_EUR_15_60943059_2	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90002304/finemapped/EUR_15_60943059_2.tsv.gz	15	60979812	0	NA	EUR/15/59694116_61265835	NA	RORA
ebi-a-GCST90014002	ebi-a-GCST90014002_EUR_15_60923903_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90014002/finemapped/EUR_15_60923903_1.tsv.gz	15	60923903	7.14496326075512e-46	NA	EUR/15/59694116_61265835	NA	RORA
ebi-a-GCST90018795	ebi-a-GCST90018795_EUR_15_61069988_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90018795/finemapped/EUR_15_61069988_1.tsv.gz	15	61069988	1.3791134690236047e-18	NA	EUR/15/59694116_61265835	NA	RORA
ebi-a-GCST90014002	ebi-a-GCST90014002_EUR_15_62287528_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90014002/finemapped/EUR_15_62287528_1.tsv.gz	15	62287528	1.5210377753570315e-10	NA	EUR/15/61265836_63215221	NA	VPS13C
ebi-a-GCST90025971	ebi-a-GCST90025971_EUR_15_62833859_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90025971/finemapped/EUR_15_62833859_1.tsv.gz	15	62833859	1.2998702373886068e-53	NA	EUR/15/61265836_63215221	NA	NA
ebi-a-GCST90000059	ebi-a-GCST90000059_EUR_15_63396867_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90000059/finemapped/EUR_15_63396867_1.tsv.gz	15	63396867	1.7762636116848822e-12	NA	EUR/15/63215222_65104667	NA	NA
ebi-a-GCST90000059	ebi-a-GCST90000059_EUR_15_63396867_2	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90000059/finemapped/EUR_15_63396867_2.tsv.gz	15	63433766	1.2864040582489282e-20	NA	EUR/15/63215222_65104667	NA	LACTB
ebi-a-GCST90000059	ebi-a-GCST90000059_EUR_15_63396867_3	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90000059/finemapped/EUR_15_63396867_3.tsv.gz	15	63414083	2.2340315428896248e-48	NA	EUR/15/63215222_65104667	NA	LACTB
ebi-a-GCST90002334	ebi-a-GCST90002334_EUR_15_64646777_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90002334/finemapped/EUR_15_64646777_1.tsv.gz	15	64646777	1.8801824734902672e-20	NA	EUR/15/63215222_65104667	NA	CSNK1G1
ebi-a-GCST90013979	ebi-a-GCST90013979_EUR_15_64428456_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90013979/finemapped/EUR_15_64428456_1.tsv.gz	15	64428456	7.131813866797417e-25	NA	EUR/15/63215222_65104667	NA	SNX1
ebi-a-GCST90025971	ebi-a-GCST90025971_EUR_15_63792486_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90025971/finemapped/EUR_15_63792486_1.tsv.gz	15	63792486	5.1003502395944576e-11	NA	EUR/15/63215222_65104667	NA	NA
ebi-a-GCST90028995	ebi-a-GCST90028995_EUR_15_64646777_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90028995/finemapped/EUR_15_64646777_1.tsv.gz	15	64646777	4.1995233466406645e-21	NA	EUR/15/63215222_65104667	NA	CSNK1G1
ebi-a-GCST90002304	ebi-a-GCST90002304_EUR_15_67044943_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90002304/finemapped/EUR_15_67044943_1.tsv.gz	15	67044943	1.070039968734899e-22	NA	EUR/15/65104668_67094766	NA	SMAD6
ebi-a-GCST90002334	ebi-a-GCST90002334_EUR_15_65977891_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90002334/finemapped/EUR_15_65977891_1.tsv.gz	15	65977891	3.06902198839112e-209	NA	EUR/15/65104668_67094766	NA	DENND4A
ebi-a-GCST90002334	ebi-a-GCST90002334_EUR_15_66066618_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90002334/finemapped/EUR_15_66066618_1.tsv.gz	15	66066618	3.06902198839112e-209	NA	EUR/15/65104668_67094766	NA	DENND4A
ebi-a-GCST90002334	ebi-a-GCST90002334_EUR_15_67011946_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90002334/finemapped/EUR_15_67011946_1.tsv.gz	15	67011946	3.06902198839112e-209	NA	EUR/15/65104668_67094766	NA	SMAD6
ebi-a-GCST90013979	ebi-a-GCST90013979_EUR_15_65104826_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90013979/finemapped/EUR_15_65104826_1.tsv.gz	15	65104826	5.482769649208592e-142	NA	EUR/15/65104668_67094766	NA	NA
ebi-a-GCST90013979	ebi-a-GCST90013979_EUR_15_65734015_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90013979/finemapped/EUR_15_65734015_1.tsv.gz	15	65734015	5.482769649208592e-142	NA	EUR/15/65104668_67094766	NA	NA
ebi-a-GCST90013979	ebi-a-GCST90013979_EUR_15_66915367_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90013979/finemapped/EUR_15_66915367_1.tsv.gz	15	66915367	5.482769649208592e-142	NA	EUR/15/65104668_67094766	NA	NA
ebi-a-GCST90013979	ebi-a-GCST90013979_EUR_15_66998857_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90013979/finemapped/EUR_15_66998857_1.tsv.gz	15	66998857	5.482769649208592e-142	NA	EUR/15/65104668_67094766	NA	SMAD6
ebi-a-GCST90018958	ebi-a-GCST90018958_EUR_15_65902922_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90018958/finemapped/EUR_15_65902922_1.tsv.gz	15	65902922	2.276145393141638e-20	NA	EUR/15/65104668_67094766	NA	INTS14
ebi-a-GCST90028995	ebi-a-GCST90028995_EUR_15_65977891_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90028995/finemapped/EUR_15_65977891_1.tsv.gz	15	65977891	7.998342550070126e-255	NA	EUR/15/65104668_67094766	NA	DENND4A
ebi-a-GCST90028995	ebi-a-GCST90028995_EUR_15_66067777_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90028995/finemapped/EUR_15_66067777_1.tsv.gz	15	66067777	7.998342550070126e-255	NA	EUR/15/65104668_67094766	NA	DENND4A
ebi-a-GCST90028995	ebi-a-GCST90028995_EUR_15_66668302_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90028995/finemapped/EUR_15_66668302_1.tsv.gz	15	66668302	7.998342550070126e-255	NA	EUR/15/65104668_67094766	NA	NA
ebi-a-GCST90028995	ebi-a-GCST90028995_EUR_15_66999095_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90028995/finemapped/EUR_15_66999095_1.tsv.gz	15	66999095	7.998342550070126e-255	NA	EUR/15/65104668_67094766	NA	SMAD6
ebi-a-GCST90000059	ebi-a-GCST90000059_EUR_15_67528374_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90000059/finemapped/EUR_15_67528374_1.tsv.gz	15	67528374	3.4000348487887227e-19	NA	EUR/15/67094767_69017998	NA	AAGAB
ebi-a-GCST90000059	ebi-a-GCST90000059_EUR_15_67528374_2	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90000059/finemapped/EUR_15_67528374_2.tsv.gz	15	68605169	1.882800570539524e-6	NA	EUR/15/67094767_69017998	NA	ITGA11
ebi-a-GCST90000059	ebi-a-GCST90000059_EUR_15_67528374_3	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90000059/finemapped/EUR_15_67528374_3.tsv.gz	15	67473790	2.3453525125886084e-6	NA	EUR/15/67094767_69017998	NA	SMAD3
ebi-a-GCST90000059	ebi-a-GCST90000059_EUR_15_67528374_4	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90000059/finemapped/EUR_15_67528374_4.tsv.gz	15	67984818	2.1455304544007404e-5	NA	EUR/15/67094767_69017998	NA	MAP2K5
ebi-a-GCST90018795	ebi-a-GCST90018795_EUR_15_67381711_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90018795/finemapped/EUR_15_67381711_1.tsv.gz	15	67381711	4.874162454431531e-33	NA	EUR/15/67094767_69017998	NA	SMAD3
ebi-a-GCST90018795	ebi-a-GCST90018795_EUR_15_67441750_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90018795/finemapped/EUR_15_67441750_1.tsv.gz	15	67441750	4.874162454431531e-33	NA	EUR/15/67094767_69017998	NA	SMAD3
ebi-a-GCST90002304	ebi-a-GCST90002304_EUR_15_72536695_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90002304/finemapped/EUR_15_72536695_1.tsv.gz	15	72536695	1e-20	NA	EUR/15/71922649_73628713	NA	PARP6
ebi-a-GCST90014002	ebi-a-GCST90014002_EUR_15_73227249_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90014002/finemapped/EUR_15_73227249_1.tsv.gz	15	73227249	1.8521663938743803e-9	NA	EUR/15/71922649_73628713	NA	NA
ebi-a-GCST90000059	ebi-a-GCST90000059_EUR_15_75077367_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90000059/finemapped/EUR_15_75077367_1.tsv.gz	15	75077367	3.0199517204020436e-91	NA	EUR/15/73628714_76398623	NA	CSK
ebi-a-GCST90002304	ebi-a-GCST90002304_EUR_15_75379471_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90002304/finemapped/EUR_15_75379471_1.tsv.gz	15	75379471	2.450191336880798e-81	NA	EUR/15/73628714_76398623	NA	NA
ebi-a-GCST90002304	ebi-a-GCST90002304_EUR_15_76298132_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90002304/finemapped/EUR_15_76298132_1.tsv.gz	15	76298132	2.450191336880798e-81	NA	EUR/15/73628714_76398623	NA	NRG4
ebi-a-GCST90002334	ebi-a-GCST90002334_EUR_15_75297601_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90002334/finemapped/EUR_15_75297601_1.tsv.gz	15	75297601	1.249971180578364e-41	NA	EUR/15/73628714_76398623	NA	SCAMP5
ebi-a-GCST90013979	ebi-a-GCST90013979_EUR_15_75136444_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90013979/finemapped/EUR_15_75136444_1.tsv.gz	15	75136444	1.8560941417034264e-22	NA	EUR/15/73628714_76398623	NA	SCAMP2
ebi-a-GCST90002304	ebi-a-GCST90002304_EUR_15_77525905_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90002304/finemapped/EUR_15_77525905_1.tsv.gz	15	77525905	1.3999096265683446e-27	NA	EUR/15/76398624_78516052	NA	PEAK1
ebi-a-GCST90002304	ebi-a-GCST90002304_EUR_15_78264074_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90002304/finemapped/EUR_15_78264074_1.tsv.gz	15	78264074	1.3999096265683446e-27	NA	EUR/15/76398624_78516052	NA	NA
ebi-a-GCST90014002	ebi-a-GCST90014002_EUR_15_76508632_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90014002/finemapped/EUR_15_76508632_1.tsv.gz	15	76508632	1.0433499510320638e-8	NA	EUR/15/76398624_78516052	NA	TMEM266
ebi-a-GCST90014002	ebi-a-GCST90014002_EUR_15_78012688_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90014002/finemapped/EUR_15_78012688_1.tsv.gz	15	78012688	1.0433499510320638e-8	NA	EUR/15/76398624_78516052	NA	NA
ebi-a-GCST90018958	ebi-a-GCST90018958_EUR_15_77802791_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90018958/finemapped/EUR_15_77802791_1.tsv.gz	15	77802791	2.0081678041839755e-37	NA	EUR/15/76398624_78516052	NA	NA
ebi-a-GCST90000059	ebi-a-GCST90000059_EUR_15_79089111_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90000059/finemapped/EUR_15_79089111_1.tsv.gz	15	79111093	1.336502694137443e-15	NA	EUR/15/78516053_80860977	NA	NA
ebi-a-GCST90000059	ebi-a-GCST90000059_EUR_15_79089111_2	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90000059/finemapped/EUR_15_79089111_2.tsv.gz	15	79141784	1.048292107473451e-79	NA	EUR/15/78516053_80860977	NA	NA
ebi-a-GCST90000059	ebi-a-GCST90000059_EUR_15_79089111_3	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90000059/finemapped/EUR_15_79089111_3.tsv.gz	15	79089111	1.1174359847796907e-38	NA	EUR/15/78516053_80860977	NA	ADAMTS7
ebi-a-GCST90000059	ebi-a-GCST90000059_EUR_15_79089111_4	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90000059/finemapped/EUR_15_79089111_4.tsv.gz	15	79237247	1.3879733224533884e-83	NA	EUR/15/78516053_80860977	NA	CTSH
ebi-a-GCST90000059	ebi-a-GCST90000059_EUR_15_79089111_5	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90000059/finemapped/EUR_15_79089111_5.tsv.gz	15	79235446	6.980644405338028e-89	NA	EUR/15/78516053_80860977	NA	CTSH
ebi-a-GCST90000059	ebi-a-GCST90000059_EUR_15_79089111_6	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90000059/finemapped/EUR_15_79089111_6.tsv.gz	15	78806023	8.164403841002254e-8	NA	EUR/15/78516053_80860977	NA	HYKK
ebi-a-GCST90002304	ebi-a-GCST90002304_EUR_15_78594105_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90002304/finemapped/EUR_15_78594105_1.tsv.gz	15	78594105	1.539926526059492e-48	NA	EUR/15/78516053_80860977	NA	NA
ebi-a-GCST90013979	ebi-a-GCST90013979_EUR_15_78718899_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90013979/finemapped/EUR_15_78718899_1.tsv.gz	15	78718899	6.318296466918964e-15	NA	EUR/15/78516053_80860977	NA	NA
ebi-a-GCST90025971	ebi-a-GCST90025971_EUR_15_80426083_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90025971/finemapped/EUR_15_80426083_1.tsv.gz	15	80426083	2.0999067037624284e-12	NA	EUR/15/78516053_80860977	NA	ZFAND6
ebi-a-GCST90028995	ebi-a-GCST90028995_EUR_15_78599995_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90028995/finemapped/EUR_15_78599995_1.tsv.gz	15	78599995	1.1000185275062194e-11	NA	EUR/15/78516053_80860977	NA	NA
ebi-a-GCST90028995	ebi-a-GCST90028995_EUR_15_78718899_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90028995/finemapped/EUR_15_78718899_1.tsv.gz	15	78718899	1.1000185275062194e-11	NA	EUR/15/78516053_80860977	NA	NA
ebi-a-GCST90002334	ebi-a-GCST90002334_EUR_15_82306151_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90002334/finemapped/EUR_15_82306151_1.tsv.gz	15	82306151	8.540828474185439e-16	NA	EUR/15/80860978_84260467	NA	NA
ebi-a-GCST90013979	ebi-a-GCST90013979_EUR_15_81914367_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90013979/finemapped/EUR_15_81914367_1.tsv.gz	15	81914367	1.3010680136328507e-14	NA	EUR/15/80860978_84260467	NA	NA
ebi-a-GCST90028995	ebi-a-GCST90028995_EUR_15_81870620_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90028995/finemapped/EUR_15_81870620_1.tsv.gz	15	81870620	5.199959965335173e-22	NA	EUR/15/80860978_84260467	NA	NA
ebi-a-GCST90002334	ebi-a-GCST90002334_EUR_15_86249722_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90002334/finemapped/EUR_15_86249722_1.tsv.gz	15	86249722	8.450842349196524e-18	NA	EUR/15/84260468_86652904	NA	AKAP13
ebi-a-GCST90013979	ebi-a-GCST90013979_EUR_15_86252093_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90013979/finemapped/EUR_15_86252093_1.tsv.gz	15	86252093	6.338697112569264e-12	NA	EUR/15/84260468_86652904	NA	AKAP13
ebi-a-GCST90018958	ebi-a-GCST90018958_EUR_15_86125728_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90018958/finemapped/EUR_15_86125728_1.tsv.gz	15	86125728	9.304649110312401e-14	NA	EUR/15/84260468_86652904	NA	AKAP13
ebi-a-GCST90025971	ebi-a-GCST90025971_EUR_15_86278395_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90025971/finemapped/EUR_15_86278395_1.tsv.gz	15	86278395	9.800088553709307e-10	NA	EUR/15/84260468_86652904	NA	AKAP13
ebi-a-GCST90028995	ebi-a-GCST90028995_EUR_15_86264511_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90028995/finemapped/EUR_15_86264511_1.tsv.gz	15	86264511	5.5004725286763284e-12	NA	EUR/15/84260468_86652904	NA	AKAP13
ebi-a-GCST90013979	ebi-a-GCST90013979_EUR_15_89196704_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90013979/finemapped/EUR_15_89196704_1.tsv.gz	15	89196704	1.4765562627905327e-9	NA	EUR/15/88369943_90475550	NA	ISG20
ebi-a-GCST90018958	ebi-a-GCST90018958_EUR_15_90428072_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90018958/finemapped/EUR_15_90428072_1.tsv.gz	15	90428072	1.0739894123412461e-15	NA	EUR/15/88369943_90475550	NA	ARPIN-AP3S2
ebi-a-GCST90028995	ebi-a-GCST90028995_EUR_15_89190361_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90028995/finemapped/EUR_15_89190361_1.tsv.gz	15	89190361	1.400006332239528e-9	NA	EUR/15/88369943_90475550	NA	ISG20
ebi-a-GCST90028995	ebi-a-GCST90028995_EUR_15_90137325_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90028995/finemapped/EUR_15_90137325_1.tsv.gz	15	90137325	1.400006332239528e-9	NA	EUR/15/88369943_90475550	NA	TICRR
ebi-a-GCST90000059	ebi-a-GCST90000059_EUR_15_91416550_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90000059/finemapped/EUR_15_91416550_1.tsv.gz	15	91416550	3.2077462061340715e-60	NA	EUR/15/90475551_92164391	NA	FURIN
ebi-a-GCST90018958	ebi-a-GCST90018958_EUR_15_90654620_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90018958/finemapped/EUR_15_90654620_1.tsv.gz	15	90654620	1.989985903496617e-9	NA	EUR/15/90475551_92164391	NA	NA
ebi-a-GCST90018958	ebi-a-GCST90018958_EUR_15_91536225_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90018958/finemapped/EUR_15_91536225_1.tsv.gz	15	91536225	1.989985903496617e-9	NA	EUR/15/90475551_92164391	NA	PRC1
ebi-a-GCST90002334	ebi-a-GCST90002334_EUR_15_93510243_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90002334/finemapped/EUR_15_93510243_1.tsv.gz	15	93510243	9.700631337839584e-12	NA	EUR/15/92164392_93780901	NA	CHD2
ebi-a-GCST90013979	ebi-a-GCST90013979_EUR_15_93448222_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90013979/finemapped/EUR_15_93448222_1.tsv.gz	15	93448222	9.007204020944694e-9	NA	EUR/15/92164392_93780901	NA	CHD2
ebi-a-GCST90028995	ebi-a-GCST90028995_EUR_15_93453346_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90028995/finemapped/EUR_15_93453346_1.tsv.gz	15	93453346	1.0999931989351933e-8	NA	EUR/15/92164392_93780901	NA	CHD2
ebi-a-GCST90000059	ebi-a-GCST90000059_EUR_15_95378243_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90000059/finemapped/EUR_15_95378243_1.tsv.gz	15	95378243	3.11386657718257e-17	NA	EUR/15/94924330_96141595	NA	NA
ebi-a-GCST90002304	ebi-a-GCST90002304_EUR_15_95686140_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90002304/finemapped/EUR_15_95686140_1.tsv.gz	15	95686140	3.650059970708621e-11	NA	EUR/15/94924330_96141595	NA	NA
ebi-a-GCST90014002	ebi-a-GCST90014002_EUR_15_99240793_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90014002/finemapped/EUR_15_99240793_1.tsv.gz	15	99240793	4.196913322886941e-8	NA	EUR/15/98030910_99244058	NA	IGF1R
ebi-a-GCST90002304	ebi-a-GCST90002304_EUR_15_99270441_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90002304/finemapped/EUR_15_99270441_1.tsv.gz	15	99270441	7.730364996011321e-13	NA	EUR/15/99244059_100636846	NA	IGF1R
ebi-a-GCST90002304	ebi-a-GCST90002304_EUR_15_99998709_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90002304/finemapped/EUR_15_99998709_1.tsv.gz	15	99998709	7.730364996011321e-13	NA	EUR/15/99244059_100636846	NA	NA
